"1","DEVBTPRO","USERS","PK_EMP","2017-10-29 12:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-29 13:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-29 14:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-29 15:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-29 16:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-29 17:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-29 18:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-29 19:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-29 20:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-29 21:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-29 22:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-29 23:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-30 00:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-30 01:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-30 02:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-30 03:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-30 04:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-30 05:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-30 06:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-30 07:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-30 08:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-30 09:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-30 10:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-30 11:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-30 12:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-30 13:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-30 14:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-30 15:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-30 16:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-30 17:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-30 18:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-30 19:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-30 20:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-30 21:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-30 22:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-30 23:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-31 00:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-31 01:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-31 02:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-31 03:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-31 04:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-31 05:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-31 06:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-31 07:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-31 08:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-31 09:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-31 10:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-31 11:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-31 12:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-31 13:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-31 14:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-31 16:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-31 17:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-31 18:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-10-31 19:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-11-02 00:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-11-02 01:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-11-02 02:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-11-02 03:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-11-02 04:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-11-02 05:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-11-02 06:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-11-02 07:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-11-02 08:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-11-02 09:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-11-02 10:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-11-02 12:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-11-02 13:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-11-02 14:00:00","1376256","65536"
"1","DEVBTPRO","USERS","PK_EMP","2017-11-02 15:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-18 00:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-18 01:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-18 02:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-18 03:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-18 04:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-18 05:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-18 06:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-18 07:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-18 08:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-18 09:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-18 10:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-18 11:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-18 12:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-18 13:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-18 16:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-18 18:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-18 19:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-18 20:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-18 21:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-18 22:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-18 23:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-19 00:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-19 01:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-19 02:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-19 03:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-19 04:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-19 05:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-19 06:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-19 07:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-19 08:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-19 09:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-19 10:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-19 11:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-19 12:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-19 13:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-19 14:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-19 15:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-19 16:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-19 17:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-19 18:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-19 19:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-19 20:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-19 21:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-19 22:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-19 23:00:00","1376256","62914.56"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-24 00:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-24 01:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-24 02:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-24 03:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-24 04:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-24 05:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-24 06:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-24 07:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-24 08:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-24 09:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-24 11:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-24 12:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-24 13:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-24 14:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-24 15:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-24 16:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-24 17:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-24 18:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-24 19:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-24 20:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-24 21:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-24 22:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-24 23:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-25 00:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-25 01:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-25 02:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-25 03:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-25 04:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-25 05:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-25 06:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-25 07:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-25 08:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-25 09:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-25 10:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-25 11:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-25 12:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-25 13:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-25 14:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-25 15:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-25 17:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-25 18:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-25 19:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-25 20:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-25 21:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-25 22:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-25 23:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-26 00:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-26 01:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-26 02:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-26 03:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-26 04:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-26 05:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-26 06:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-26 07:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-26 08:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-26 09:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-26 10:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-26 11:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-26 12:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-26 13:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-26 14:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-26 16:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-26 17:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-26 18:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-28 00:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-28 01:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-28 02:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-28 03:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-28 04:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-28 05:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-28 06:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-28 07:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-28 08:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-28 09:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-28 10:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-28 11:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-28 12:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-28 13:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-28 14:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-28 15:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-28 16:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-28 17:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-28 18:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-28 19:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-28 20:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-28 21:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-28 22:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-28 23:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-29 00:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-29 01:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-29 02:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-29 03:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-29 04:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-29 05:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-29 06:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-29 07:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-29 08:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-29 09:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-29 10:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-29 11:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-29 12:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-29 13:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-29 14:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-29 15:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-29 16:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-29 17:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-29 18:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-29 19:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-29 20:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-29 21:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-29 22:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-29 23:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-30 00:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-30 01:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-30 02:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-30 03:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-30 04:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-30 05:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-30 06:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-30 07:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-30 08:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-30 09:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-30 10:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-30 11:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-30 12:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-30 13:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-30 14:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-30 15:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-30 16:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-30 17:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-30 18:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-30 19:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-30 20:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-30 21:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-30 22:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-30 23:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-31 00:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-31 01:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-31 02:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-31 03:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-31 04:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-31 05:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-31 06:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-31 07:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-31 08:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-31 09:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-31 10:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-31 11:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-31 12:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-31 13:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-31 14:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-31 16:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-31 17:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-31 18:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-10-31 19:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-11-02 00:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-11-02 01:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-11-02 02:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-11-02 03:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-11-02 04:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-11-02 05:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-11-02 06:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-11-02 07:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-11-02 08:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-11-02 09:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-11-02 10:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-11-02 12:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-11-02 13:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-11-02 14:00:00","1376256","65536"
"1","DEVBTPRO","USERS","SALGRADE","2017-11-02 15:00:00","1376256","65536"
"1","DEVBTPRO","USERS","","2017-10-17 13:00:00","1376256",""
"1","DEVBTPRO","USERS","","2017-10-17 14:00:00","1376256",""
"1","DEVBTPRO","USERS","","2017-10-17 15:00:00","1376256",""
"1","DEVBTPRO","USERS","","2017-10-17 16:00:00","1376256",""
"1","DEVBTPRO","USERS","","2017-10-17 17:00:00","1376256",""
"1","DEVBTPRO","USERS","","2017-10-17 18:00:00","1376256",""
"1","DEVBTPRO","USERS","","2017-10-17 19:00:00","1376256",""
"1","DEVBTPRO","USERS","","2017-10-17 20:00:00","1376256",""
"1","DEVBTPRO","USERS","","2017-10-17 21:00:00","1376256",""
"1","DEVBTPRO","USERS","","2017-10-17 22:00:00","1376256",""
"1","DEVBTPRO","USERS","","2017-10-17 23:00:00","1376256",""
"1","DEVBTPRO","USERS","","2017-10-20 00:00:00","1376256",""
"1","DEVBTPRO","USERS","","2017-10-20 01:00:00","1376256",""
"1","DEVBTPRO","USERS","","2017-10-20 02:00:00","1376256",""
"1","DEVBTPRO","USERS","","2017-10-20 03:00:00","1376256",""
"1","DEVBTPRO","USERS","","2017-10-20 04:00:00","1376256",""
"1","DEVBTPRO","USERS","","2017-10-20 05:00:00","1376256",""
"1","DEVBTPRO","USERS","","2017-10-20 06:00:00","1376256",""
"1","DEVBTPRO","USERS","","2017-10-20 07:00:00","1376256",""
